product_key,product_id,supplier_key,product_name,category,subcategory,unit_of_measure,unit_cost,unit_price,status
4543,PROD-004543,116,Hydraulic Power Unit Specialty Series 4543,Industrial Equipment,Specialty,Meter,399.7,777.4,Active
4544,PROD-004544,221,Protective Packaging Insert Standard Series 4544,Packaging,Standard,Liter,355.25,883.71,Inactive
4545,PROD-004545,613,Industrial Drive System Premium Series 4545,Industrial Equipment,Premium,Each,240.52,380.06,Inactive
4546,PROD-004546,375,Industrial Copper Wire Premium Series 4546,Raw Materials,Premium,Liter,179.15,345.16,Active
4547,PROD-004547,13,Stainless Steel Sheet Specialty Series 4547,Raw Materials,Specialty,Each,197.07,473.18,Active
4548,PROD-004548,920,Conveyor Roller Assembly Standard Series 4548,Components,Standard,Each,395.02,605.79,Active
4549,PROD-004549,428,Industrial Control Module Standard Series 4549,Electronics,Standard,Liter,23.93,42.09,Active
4550,PROD-004550,658,Aluminum Sheet Stock Standard Series 4550,Raw Materials,Standard,Kg,414.0,950.4,Active
4551,PROD-004551,984,Aluminum Mounting Bracket Standard Series 4551,Components,Standard,Liter,462.08,1126.97,Inactive
4552,PROD-004552,570,Industrial Copper Wire Premium Series 4552,Raw Materials,Premium,Meter,222.1,277.9,Active
4553,PROD-004553,464,Stainless Steel Sheet Specialty Series 4553,Raw Materials,Specialty,Kg,436.42,687.72,Active
4554,PROD-004554,442,Thermal Processing Unit Premium Series 4554,Industrial Equipment,Premium,Liter,409.87,526.83,Active
4555,PROD-004555,678,Corrugated Shipping Carton Premium Series 4555,Packaging,Premium,Liter,438.13,862.94,Inactive
4556,PROD-004556,311,Aluminum Sheet Stock Standard Series 4556,Raw Materials,Standard,Each,291.76,430.42,Active
4557,PROD-004557,119,Industrial Stretch Film Premium Series 4557,Packaging,Premium,Meter,346.73,710.03,Active
4558,PROD-004558,762,Drive Shaft Assembly Premium Series 4558,Components,Premium,Liter,90.78,198.28,Active
4559,PROD-004559,187,Heavy-Duty Packaging Sleeve Specialty Series 4559,Packaging,Specialty,Liter,440.09,669.42,Active
4560,PROD-004560,697,Industrial Signal Converter Premium Series 4560,Electronics,Premium,Meter,267.46,515.08,Active
4561,PROD-004561,734,Corrugated Shipping Carton Standard Series 4561,Packaging,Standard,Kg,248.61,334.7,Inactive
4562,PROD-004562,540,Steel Coupling Standard Series 4562,Components,Standard,Liter,213.38,521.0,Active
4563,PROD-004563,989,Industrial Drive System Premium Series 4563,Industrial Equipment,Premium,Meter,435.09,913.38,Active
4564,PROD-004564,993,Industrial Copper Wire Standard Series 4564,Raw Materials,Standard,Meter,273.93,561.89,Active
4565,PROD-004565,770,Motor Control Panel Premium Series 4565,Electronics,Premium,Each,319.04,721.9,Active
4566,PROD-004566,966,Industrial Signal Converter Specialty Series 4566,Electronics,Specialty,Liter,259.09,590.62,Active
4567,PROD-004567,40,Industrial Control Module Premium Series 4567,Electronics,Premium,Meter,91.3,142.09,Active
4568,PROD-004568,147,Aluminum Sheet Stock Specialty Series 4568,Raw Materials,Specialty,Meter,495.23,970.43,Active
4569,PROD-004569,685,Industrial Stretch Film Premium Series 4569,Packaging,Premium,Liter,178.05,289.4,Active
4570,PROD-004570,331,Drive Shaft Assembly Premium Series 4570,Components,Premium,Each,487.7,986.75,Active
4571,PROD-004571,109,Stainless Steel Sheet Specialty Series 4571,Raw Materials,Specialty,Each,234.77,379.78,Active
4572,PROD-004572,924,Conveyor Roller Assembly Specialty Series 4572,Components,Specialty,Meter,94.88,194.74,Active
4573,PROD-004573,696,Hydraulic Power Unit Specialty Series 4573,Industrial Equipment,Specialty,Kg,401.52,872.49,Active
4574,PROD-004574,646,Variable Frequency Drive Premium Series 4574,Electronics,Premium,Meter,311.0,480.22,Active
4575,PROD-004575,158,Polymer Resin Standard Series 4575,Raw Materials,Standard,Meter,313.03,710.23,Active
4576,PROD-004576,743,Industrial Copper Wire Standard Series 4576,Raw Materials,Standard,Each,70.04,103.43,Active
4577,PROD-004577,43,Industrial Valve Assembly Premium Series 4577,Components,Premium,Each,398.75,686.39,Active
4578,PROD-004578,746,Reusable Transport Crate Specialty Series 4578,Packaging,Specialty,Each,402.15,537.14,Inactive
4579,PROD-004579,621,Cold Rolled Steel Coil Premium Series 4579,Raw Materials,Premium,Kg,467.81,746.47,Active
4580,PROD-004580,887,Protective Packaging Insert Premium Series 4580,Packaging,Premium,Kg,197.63,442.06,Active
4581,PROD-004581,296,Polymer Resin Premium Series 4581,Raw Materials,Premium,Liter,447.04,611.84,Active
4582,PROD-004582,387,Process Pump Assembly Standard Series 4582,Industrial Equipment,Standard,Liter,473.19,636.09,Active
4583,PROD-004583,328,Industrial Valve Assembly Standard Series 4583,Components,Standard,Meter,443.63,671.99,Active
4584,PROD-004584,636,Conveyor Roller Assembly Specialty Series 4584,Components,Specialty,Liter,467.34,1138.56,Active
4585,PROD-004585,598,Hydraulic Power Unit Specialty Series 4585,Industrial Equipment,Specialty,Each,45.75,76.7,Active
4586,PROD-004586,94,Variable Frequency Drive Standard Series 4586,Electronics,Standard,Each,288.47,707.8,Active
4587,PROD-004587,2,Industrial Drive System Premium Series 4587,Industrial Equipment,Premium,Liter,53.72,99.5,Active
4588,PROD-004588,222,Pallet Wrap Assembly Standard Series 4588,Packaging,Standard,Liter,416.75,700.13,Active
4589,PROD-004589,966,Heavy-Duty Packaging Sleeve Premium Series 4589,Packaging,Premium,Each,440.02,1072.52,Active
4590,PROD-004590,393,Reusable Transport Crate Specialty Series 4590,Packaging,Specialty,Liter,135.25,327.08,Active
4591,PROD-004591,522,Industrial Control Module Specialty Series 4591,Electronics,Specialty,Liter,214.19,528.51,Active
4592,PROD-004592,94,Variable Frequency Drive Standard Series 4592,Electronics,Standard,Liter,120.97,173.74,Active
4593,PROD-004593,527,Polymer Resin Premium Series 4593,Raw Materials,Premium,Liter,207.63,335.42,Active
4594,PROD-004594,307,Power Distribution Module Standard Series 4594,Electronics,Standard,Liter,135.46,273.76,Active
4595,PROD-004595,284,Motor Control Panel Premium Series 4595,Electronics,Premium,Meter,45.36,60.24,Active
4596,PROD-004596,310,Thermal Processing Unit Premium Series 4596,Industrial Equipment,Premium,Kg,203.97,486.69,Active
4597,PROD-004597,273,Hydraulic Power Unit Premium Series 4597,Industrial Equipment,Premium,Kg,212.97,350.42,Active
4598,PROD-004598,521,Aluminum Sheet Stock Specialty Series 4598,Raw Materials,Specialty,Kg,297.2,650.36,Active
4599,PROD-004599,735,Industrial Stretch Film Specialty Series 4599,Packaging,Specialty,Each,163.29,285.84,Active
4600,PROD-004600,447,Industrial Copper Wire Premium Series 4600,Raw Materials,Premium,Kg,391.22,560.16,Active
4601,PROD-004601,454,Stainless Steel Sheet Specialty Series 4601,Raw Materials,Specialty,Each,468.22,976.94,Active
4602,PROD-004602,737,Reusable Transport Crate Standard Series 4602,Packaging,Standard,Kg,48.88,94.2,Active
4603,PROD-004603,310,Hydraulic Power Unit Standard Series 4603,Industrial Equipment,Standard,Meter,64.84,140.71,Active
4604,PROD-004604,694,Steel Coupling Specialty Series 4604,Components,Specialty,Each,453.3,787.06,Active
4605,PROD-004605,474,Industrial Drive System Standard Series 4605,Industrial Equipment,Standard,Each,381.32,805.12,Active
4606,PROD-004606,659,Power Distribution Module Specialty Series 4606,Electronics,Specialty,Each,279.21,677.25,Active
4607,PROD-004607,666,Motor Control Panel Standard Series 4607,Electronics,Standard,Meter,58.3,74.13,Active
4608,PROD-004608,227,Engineering Plastic Pellets Premium Series 4608,Raw Materials,Premium,Liter,268.22,637.73,Active
4609,PROD-004609,182,Cold Rolled Steel Coil Specialty Series 4609,Raw Materials,Specialty,Liter,206.34,507.81,Active
4610,PROD-004610,863,Steel Coupling Specialty Series 4610,Components,Specialty,Liter,414.88,899.93,Active
4611,PROD-004611,142,Aluminum Mounting Bracket Premium Series 4611,Components,Premium,Meter,440.29,743.34,Active
4612,PROD-004612,649,Power Distribution Module Standard Series 4612,Electronics,Standard,Meter,441.85,920.36,Active
4613,PROD-004613,606,Stainless Steel Sheet Premium Series 4613,Raw Materials,Premium,Meter,19.75,37.79,Active
4614,PROD-004614,581,Thermal Processing Unit Standard Series 4614,Industrial Equipment,Standard,Liter,293.43,566.72,Active
4615,PROD-004615,812,Precision Bearing Assembly Premium Series 4615,Components,Premium,Kg,474.5,876.15,Active
4616,PROD-004616,797,Steel Coupling Specialty Series 4616,Components,Specialty,Liter,324.41,721.49,Active
4617,PROD-004617,870,Industrial Drive System Premium Series 4617,Industrial Equipment,Premium,Kg,183.25,339.74,Active
4618,PROD-004618,301,Process Pump Assembly Standard Series 4618,Industrial Equipment,Standard,Meter,408.47,867.48,Active
4619,PROD-004619,772,Industrial Valve Assembly Specialty Series 4619,Components,Specialty,Kg,148.58,192.22,Active
4620,PROD-004620,387,Conveyor Roller Assembly Standard Series 4620,Components,Standard,Liter,321.88,444.68,Active
4621,PROD-004621,170,Cold Rolled Steel Coil Premium Series 4621,Raw Materials,Premium,Each,270.75,618.51,Inactive
4622,PROD-004622,242,Protective Packaging Insert Premium Series 4622,Packaging,Premium,Kg,30.91,70.76,Inactive
4623,PROD-004623,451,Industrial Drive System Specialty Series 4623,Industrial Equipment,Specialty,Each,391.58,832.9,Active
4624,PROD-004624,4,Pallet Wrap Assembly Standard Series 4624,Packaging,Standard,Liter,115.25,199.42,Active
4625,PROD-004625,332,Stainless Steel Sheet Standard Series 4625,Raw Materials,Standard,Meter,497.24,1190.13,Active
4626,PROD-004626,213,Reusable Transport Crate Standard Series 4626,Packaging,Standard,Liter,363.95,590.52,Active
4627,PROD-004627,750,Corrugated Shipping Carton Premium Series 4627,Packaging,Premium,Kg,386.28,641.06,Active
4628,PROD-004628,125,Pneumatic Control Unit Standard Series 4628,Industrial Equipment,Standard,Each,401.63,703.21,Active
4629,PROD-004629,350,Polymer Resin Standard Series 4629,Raw Materials,Standard,Kg,25.08,32.58,Active
4630,PROD-004630,705,Power Distribution Module Standard Series 4630,Electronics,Standard,Liter,486.61,742.83,Active
4631,PROD-004631,408,Heavy-Duty Packaging Sleeve Standard Series 4631,Packaging,Standard,Meter,403.22,541.16,Active
4632,PROD-004632,165,Industrial Signal Converter Premium Series 4632,Electronics,Premium,Each,447.71,856.99,Active
4633,PROD-004633,900,Precision Bearing Assembly Premium Series 4633,Components,Premium,Each,328.63,696.37,Active
4634,PROD-004634,841,Pneumatic Control Unit Premium Series 4634,Industrial Equipment,Premium,Each,382.11,759.5,Active
4635,PROD-004635,554,Aluminum Mounting Bracket Specialty Series 4635,Components,Specialty,Kg,489.69,1019.38,Active
4636,PROD-004636,173,Pallet Wrap Assembly Standard Series 4636,Packaging,Standard,Meter,161.32,366.99,Inactive
4637,PROD-004637,404,Material Handling Unit Specialty Series 4637,Industrial Equipment,Specialty,Meter,427.9,1059.34,Active
4638,PROD-004638,568,Conveyor Roller Assembly Premium Series 4638,Components,Premium,Kg,125.48,176.61,Active
4639,PROD-004639,779,Industrial Control Module Premium Series 4639,Electronics,Premium,Liter,219.76,315.39,Active
4640,PROD-004640,130,Variable Frequency Drive Standard Series 4640,Electronics,Standard,Liter,327.76,755.69,Active
4641,PROD-004641,477,Proximity Sensor Specialty Series 4641,Electronics,Specialty,Kg,48.53,95.17,Active
4642,PROD-004642,698,Process Pump Assembly Premium Series 4642,Industrial Equipment,Premium,Kg,442.26,1080.7,Inactive
4643,PROD-004643,804,Material Handling Unit Premium Series 4643,Industrial Equipment,Premium,Kg,164.69,288.11,Active
4644,PROD-004644,455,Reusable Transport Crate Specialty Series 4644,Packaging,Specialty,Meter,327.52,711.12,Active
4645,PROD-004645,782,Corrugated Shipping Carton Specialty Series 4645,Packaging,Specialty,Kg,152.77,255.79,Active
4646,PROD-004646,179,Variable Frequency Drive Premium Series 4646,Electronics,Premium,Each,40.81,85.65,Active
4647,PROD-004647,450,Proximity Sensor Standard Series 4647,Electronics,Standard,Each,211.92,429.68,Active
4648,PROD-004648,338,Industrial Copper Wire Standard Series 4648,Raw Materials,Standard,Kg,354.56,686.73,Active
4649,PROD-004649,701,Material Handling Unit Premium Series 4649,Industrial Equipment,Premium,Each,433.52,699.72,Active
4650,PROD-004650,300,Conveyor Roller Assembly Standard Series 4650,Components,Standard,Each,345.6,801.89,Inactive
4651,PROD-004651,6,Cold Rolled Steel Coil Premium Series 4651,Raw Materials,Premium,Each,213.31,297.02,Active
4652,PROD-004652,757,Steel Coupling Specialty Series 4652,Components,Specialty,Meter,422.77,982.65,Active
4653,PROD-004653,30,Polymer Resin Premium Series 4653,Raw Materials,Premium,Each,124.46,195.92,Active
4654,PROD-004654,276,Industrial Copper Wire Standard Series 4654,Raw Materials,Standard,Each,76.5,172.04,Active
4655,PROD-004655,177,Stainless Steel Sheet Premium Series 4655,Raw Materials,Premium,Kg,39.96,97.77,Active
4656,PROD-004656,947,Thermal Processing Unit Standard Series 4656,Industrial Equipment,Standard,Meter,198.71,267.33,Active
4657,PROD-004657,419,Cold Rolled Steel Coil Specialty Series 4657,Raw Materials,Specialty,Kg,432.8,805.31,Active
4658,PROD-004658,163,Pneumatic Control Unit Premium Series 4658,Industrial Equipment,Premium,Meter,359.68,884.67,Active
4659,PROD-004659,873,Polymer Resin Specialty Series 4659,Raw Materials,Specialty,Each,231.04,294.41,Active
4660,PROD-004660,282,Process Pump Assembly Specialty Series 4660,Industrial Equipment,Specialty,Liter,19.88,25.38,Active
4661,PROD-004661,643,Industrial Valve Assembly Specialty Series 4661,Components,Specialty,Kg,286.24,529.24,Inactive
4662,PROD-004662,972,Thermal Processing Unit Premium Series 4662,Industrial Equipment,Premium,Meter,237.07,451.44,Active
4663,PROD-004663,309,Hydraulic Power Unit Specialty Series 4663,Industrial Equipment,Specialty,Each,441.25,901.01,Active
4664,PROD-004664,289,Variable Frequency Drive Standard Series 4664,Electronics,Standard,Kg,408.47,872.72,Active
4665,PROD-004665,770,Polymer Resin Specialty Series 4665,Raw Materials,Specialty,Meter,75.04,109.19,Active
4666,PROD-004666,281,Power Distribution Module Premium Series 4666,Electronics,Premium,Kg,228.36,347.24,Active
4667,PROD-004667,257,Stainless Steel Sheet Specialty Series 4667,Raw Materials,Specialty,Each,365.48,484.55,Active
4668,PROD-004668,398,Industrial Signal Converter Specialty Series 4668,Electronics,Specialty,Each,485.19,626.19,Active
4669,PROD-004669,19,Cold Rolled Steel Coil Specialty Series 4669,Raw Materials,Specialty,Kg,346.02,596.05,Active
4670,PROD-004670,911,Steel Coupling Standard Series 4670,Components,Standard,Liter,114.74,267.47,Active
4671,PROD-004671,769,Industrial Stretch Film Specialty Series 4671,Packaging,Specialty,Meter,428.81,845.29,Active
4672,PROD-004672,538,Process Pump Assembly Standard Series 4672,Industrial Equipment,Standard,Kg,364.34,641.82,Active
4673,PROD-004673,948,Motor Control Panel Standard Series 4673,Electronics,Standard,Liter,33.13,45.11,Active
4674,PROD-004674,998,Conveyor Roller Assembly Standard Series 4674,Components,Standard,Meter,155.5,336.86,Active
4675,PROD-004675,52,Corrugated Shipping Carton Premium Series 4675,Packaging,Premium,Kg,431.16,1022.34,Active
4676,PROD-004676,98,Steel Coupling Premium Series 4676,Components,Premium,Meter,116.36,155.33,Active
4677,PROD-004677,990,Proximity Sensor Premium Series 4677,Electronics,Premium,Each,362.5,764.0,Active
4678,PROD-004678,300,Pallet Wrap Assembly Specialty Series 4678,Packaging,Specialty,Kg,263.4,540.23,Active
4679,PROD-004679,788,Industrial Valve Assembly Specialty Series 4679,Components,Specialty,Liter,191.87,456.83,Active
4680,PROD-004680,600,Thermal Processing Unit Premium Series 4680,Industrial Equipment,Premium,Each,91.4,175.74,Active
4681,PROD-004681,894,Corrugated Shipping Carton Premium Series 4681,Packaging,Premium,Liter,382.28,542.32,Active
4682,PROD-004682,928,Pneumatic Control Unit Specialty Series 4682,Industrial Equipment,Specialty,Each,381.34,696.31,Active
4683,PROD-004683,477,Industrial Stretch Film Standard Series 4683,Packaging,Standard,Kg,149.52,367.07,Active
4684,PROD-004684,623,Industrial Copper Wire Premium Series 4684,Raw Materials,Premium,Each,293.87,599.59,Active
4685,PROD-004685,763,Heavy-Duty Packaging Sleeve Standard Series 4685,Packaging,Standard,Meter,404.47,549.47,Active
4686,PROD-004686,474,Conveyor Roller Assembly Specialty Series 4686,Components,Specialty,Each,77.2,145.2,Active
4687,PROD-004687,333,Corrugated Shipping Carton Premium Series 4687,Packaging,Premium,Liter,491.56,992.91,Active
4688,PROD-004688,28,Protective Packaging Insert Specialty Series 4688,Packaging,Specialty,Each,409.34,600.39,Active
4689,PROD-004689,213,Industrial Drive System Premium Series 4689,Industrial Equipment,Premium,Kg,486.11,1103.78,Active
4690,PROD-004690,538,Power Distribution Module Standard Series 4690,Electronics,Standard,Each,242.09,316.87,Active
4691,PROD-004691,988,Stainless Steel Sheet Standard Series 4691,Raw Materials,Standard,Each,338.9,732.6,Active
4692,PROD-004692,170,Conveyor Roller Assembly Standard Series 4692,Components,Standard,Meter,280.62,511.45,Active
4693,PROD-004693,777,Hydraulic Power Unit Specialty Series 4693,Industrial Equipment,Specialty,Each,273.85,526.15,Active
4694,PROD-004694,191,Variable Frequency Drive Standard Series 4694,Electronics,Standard,Kg,126.1,229.49,Active
4695,PROD-004695,850,Industrial Stretch Film Specialty Series 4695,Packaging,Specialty,Kg,376.48,558.57,Active
4696,PROD-004696,58,Process Pump Assembly Standard Series 4696,Industrial Equipment,Standard,Liter,377.4,714.35,Active
4697,PROD-004697,505,Motor Control Panel Standard Series 4697,Electronics,Standard,Liter,487.58,618.81,Active
4698,PROD-004698,19,Engineering Plastic Pellets Standard Series 4698,Raw Materials,Standard,Kg,81.6,201.1,Active
4699,PROD-004699,587,Industrial Control Module Standard Series 4699,Electronics,Standard,Each,353.93,539.05,Active
4700,PROD-004700,891,Variable Frequency Drive Standard Series 4700,Electronics,Standard,Meter,34.34,72.39,Active
4701,PROD-004701,707,Industrial Stretch Film Standard Series 4701,Packaging,Standard,Liter,460.71,868.89,Active
4702,PROD-004702,885,Power Distribution Module Specialty Series 4702,Electronics,Specialty,Each,115.58,174.98,Active
4703,PROD-004703,194,Material Handling Unit Premium Series 4703,Industrial Equipment,Premium,Each,76.03,124.38,Active
4704,PROD-004704,311,Thermal Processing Unit Specialty Series 4704,Industrial Equipment,Specialty,Each,238.87,364.19,Active
4705,PROD-004705,813,Industrial Control Module Specialty Series 4705,Electronics,Specialty,Liter,45.87,107.64,Active
4706,PROD-004706,353,Aluminum Sheet Stock Standard Series 4706,Raw Materials,Standard,Liter,129.71,188.09,Active
4707,PROD-004707,429,Polymer Resin Premium Series 4707,Raw Materials,Premium,Each,277.65,370.29,Active
4708,PROD-004708,316,Pallet Wrap Assembly Standard Series 4708,Packaging,Standard,Each,122.84,245.87,Active
4709,PROD-004709,969,Heavy-Duty Packaging Sleeve Specialty Series 4709,Packaging,Specialty,Meter,150.58,254.69,Active
4710,PROD-004710,137,Thermal Processing Unit Standard Series 4710,Industrial Equipment,Standard,Kg,236.98,423.09,Active
4711,PROD-004711,735,Corrugated Shipping Carton Premium Series 4711,Packaging,Premium,Liter,390.39,719.71,Active
4712,PROD-004712,629,Protective Packaging Insert Specialty Series 4712,Packaging,Specialty,Liter,246.37,605.46,Active
4713,PROD-004713,22,Aluminum Mounting Bracket Specialty Series 4713,Components,Specialty,Each,455.42,636.63,Active
4714,PROD-004714,804,Pallet Wrap Assembly Specialty Series 4714,Packaging,Specialty,Meter,292.2,379.78,Active
4715,PROD-004715,997,Industrial Valve Assembly Standard Series 4715,Components,Standard,Liter,374.7,863.03,Active
4716,PROD-004716,817,Industrial Signal Converter Standard Series 4716,Electronics,Standard,Each,384.06,823.41,Active
4717,PROD-004717,882,Industrial Control Module Specialty Series 4717,Electronics,Specialty,Each,454.46,672.92,Active
4718,PROD-004718,349,Steel Coupling Premium Series 4718,Components,Premium,Liter,412.94,783.26,Active
4719,PROD-004719,643,Industrial Stretch Film Standard Series 4719,Packaging,Standard,Kg,285.4,382.52,Active
4720,PROD-004720,377,Drive Shaft Assembly Standard Series 4720,Components,Standard,Each,327.63,663.21,Active
4721,PROD-004721,696,Motor Control Panel Premium Series 4721,Electronics,Premium,Liter,227.7,458.91,Active
4722,PROD-004722,438,Reusable Transport Crate Premium Series 4722,Packaging,Premium,Liter,379.08,780.85,Active
4723,PROD-004723,216,Corrugated Shipping Carton Premium Series 4723,Packaging,Premium,Liter,493.92,791.42,Active
4724,PROD-004724,487,Protective Packaging Insert Specialty Series 4724,Packaging,Specialty,Liter,442.43,855.4,Active
4725,PROD-004725,966,Industrial Stretch Film Specialty Series 4725,Packaging,Specialty,Meter,422.25,845.48,Inactive
4726,PROD-004726,236,Process Pump Assembly Specialty Series 4726,Industrial Equipment,Specialty,Meter,493.55,699.94,Active
4727,PROD-004727,28,Motor Control Panel Premium Series 4727,Electronics,Premium,Each,25.95,63.57,Active
4728,PROD-004728,232,Reusable Transport Crate Standard Series 4728,Packaging,Standard,Meter,356.63,823.18,Active
4729,PROD-004729,872,Industrial Control Module Specialty Series 4729,Electronics,Specialty,Meter,214.69,505.79,Active
4730,PROD-004730,359,Variable Frequency Drive Specialty Series 4730,Electronics,,Each,164.42,362.03,Active
4731,PROD-004731,295,Proximity Sensor Standard Series 4731,Electronics,Standard,Each,144.79,324.2,Active
4732,PROD-004732,435,Pallet Wrap Assembly Premium Series 4732,Packaging,Premium,Each,306.7,562.93,Active
4733,PROD-004733,25,Material Handling Unit Standard Series 4733,Industrial Equipment,Standard,Meter,273.46,510.15,Inactive
4734,PROD-004734,867,Conveyor Roller Assembly Premium Series 4734,Components,Premium,Liter,233.89,539.05,Active
4735,PROD-004735,512,Hydraulic Power Unit Specialty Series 4735,Industrial Equipment,Specialty,Kg,317.84,432.47,Active
4736,PROD-004736,899,Variable Frequency Drive Specialty Series 4736,Electronics,Specialty,Kg,417.23,620.2,Active
4737,PROD-004737,236,Industrial Drive System Specialty Series 4737,Industrial Equipment,Specialty,Liter,24.55,41.98,Active
4738,PROD-004738,525,Drive Shaft Assembly Premium Series 4738,Components,Premium,Kg,239.77,429.63,Active
4739,PROD-004739,338,Heavy-Duty Packaging Sleeve Premium Series 4739,Packaging,Premium,Each,478.87,1098.79,Active
4740,PROD-004740,639,Reusable Transport Crate Standard Series 4740,Packaging,Standard,Meter,264.57,655.26,Active
4741,PROD-004741,586,Industrial Control Module Specialty Series 4741,Electronics,Specialty,Liter,481.33,1087.19,Inactive
4742,PROD-004742,834,Steel Coupling Standard Series 4742,Components,Standard,Kg,42.67,58.61,Active
4743,PROD-004743,32,Industrial Drive System Premium Series 4743,Industrial Equipment,Premium,Liter,368.09,711.43,Active
4744,PROD-004744,73,Drive Shaft Assembly Premium Series 4744,Components,Premium,Kg,60.07,129.01,Inactive
4745,PROD-004745,677,Stainless Steel Sheet Specialty Series 4745,Raw Materials,Specialty,Liter,97.32,189.23,Active
4746,PROD-004746,213,Reusable Transport Crate Specialty Series 4746,Packaging,Specialty,Each,24.46,44.14,Active
4747,PROD-004747,258,Cold Rolled Steel Coil Premium Series 4747,Raw Materials,Premium,Kg,214.5,382.21,Inactive
4748,PROD-004748,170,Protective Packaging Insert Premium Series 4748,Packaging,Premium,Meter,312.62,635.18,Inactive
4749,PROD-004749,189,Industrial Drive System Standard Series 4749,Industrial Equipment,Standard,Liter,398.25,813.82,Active
4750,PROD-004750,469,Power Distribution Module Premium Series 4750,Electronics,Premium,Kg,217.4,355.2,Active
4751,PROD-004751,748,Material Handling Unit Premium Series 4751,Industrial Equipment,Premium,Liter,158.17,280.05,Active
4752,PROD-004752,336,Reusable Transport Crate Specialty Series 4752,Packaging,Specialty,Meter,477.01,687.43,Active
4753,PROD-004753,196,Precision Bearing Assembly Specialty Series 4753,Components,Specialty,Each,499.36,1175.75,Active
4754,PROD-004754,381,Aluminum Sheet Stock Specialty Series 4754,Raw Materials,Specialty,Meter,328.92,768.56,Active
4755,PROD-004755,712,Proximity Sensor Premium Series 4755,Electronics,Premium,Liter,25.97,53.89,Active
4756,PROD-004756,751,Drive Shaft Assembly Standard Series 4756,Components,Standard,Liter,291.33,719.12,Active
4757,PROD-004757,811,Heavy-Duty Packaging Sleeve Premium Series 4757,Packaging,Premium,Each,217.06,403.58,Active
4758,PROD-004758,145,Conveyor Roller Assembly Premium Series 4758,Components,Premium,Kg,180.92,424.98,Active
4759,PROD-004759,620,Corrugated Shipping Carton Premium Series 4759,Packaging,Premium,Kg,20.0,43.61,Active
4760,PROD-004760,903,Steel Coupling Specialty Series 4760,Components,Specialty,Kg,287.41,423.02,Active
4761,PROD-004761,55,Proximity Sensor Standard Series 4761,Electronics,Standard,Liter,395.26,922.52,Active
4762,PROD-004762,45,Drive Shaft Assembly Specialty Series 4762,Components,Specialty,Meter,455.14,664.77,Active
4763,PROD-004763,968,Heavy-Duty Packaging Sleeve Specialty Series 4763,Packaging,Specialty,Each,349.99,709.36,Active
4764,PROD-004764,982,Reusable Transport Crate Specialty Series 4764,Packaging,Specialty,Liter,95.41,139.89,Active
4765,PROD-004765,140,Industrial Control Module Premium Series 4765,Electronics,Premium,Liter,41.24,100.71,Active
4766,PROD-004766,913,Variable Frequency Drive Premium Series 4766,Electronics,Premium,Each,380.06,789.98,Inactive
4767,PROD-004767,349,Industrial Stretch Film Standard Series 4767,Packaging,Standard,Kg,51.77,72.99,Active
4768,PROD-004768,619,Process Pump Assembly Premium Series 4768,Industrial Equipment,Premium,Kg,189.27,262.44,Active
4769,PROD-004769,278,Stainless Steel Sheet Premium Series 4769,Raw Materials,Premium,Each,160.21,238.48,Active
4770,PROD-004770,305,Thermal Processing Unit Premium Series 4770,Industrial Equipment,Premium,Each,472.31,911.48,Active
4771,PROD-004771,547,Cold Rolled Steel Coil Specialty Series 4771,Raw Materials,Specialty,Each,272.08,357.33,Active
4772,PROD-004772,565,Pneumatic Control Unit Specialty Series 4772,Industrial Equipment,Specialty,Each,416.42,1007.62,Inactive
4773,PROD-004773,441,Aluminum Mounting Bracket Standard Series 4773,Components,Standard,Each,308.8,463.46,Active
4774,PROD-004774,362,Drive Shaft Assembly Specialty Series 4774,Components,Specialty,Liter,372.58,697.21,Active
4775,PROD-004775,794,Stainless Steel Sheet Specialty Series 4775,Raw Materials,Specialty,Each,262.81,559.79,Active
4776,PROD-004776,335,Reusable Transport Crate Premium Series 4776,Packaging,Premium,Each,269.84,589.76,Active
4777,PROD-004777,669,Hydraulic Power Unit Standard Series 4777,Industrial Equipment,Standard,Each,91.75,172.2,Inactive
4778,PROD-004778,903,Steel Coupling Specialty Series 4778,Components,Specialty,Kg,199.09,276.53,Active
4779,PROD-004779,665,Polymer Resin Specialty Series 4779,Raw Materials,Specialty,Meter,452.78,671.85,Active
4780,PROD-004780,426,Power Distribution Module Specialty Series 4780,Electronics,Specialty,Each,46.34,108.99,Active
4781,PROD-004781,160,Industrial Valve Assembly Specialty Series 4781,Components,Specialty,Kg,130.34,169.02,Active
4782,PROD-004782,82,Reusable Transport Crate Premium Series 4782,Packaging,Premium,Each,166.94,293.45,Active
4783,PROD-004783,216,Cold Rolled Steel Coil Premium Series 4783,Raw Materials,Premium,Kg,356.85,639.98,Active
4784,PROD-004784,93,Protective Packaging Insert Premium Series 4784,Packaging,Premium,Kg,465.32,1143.7,Active
4785,PROD-004785,953,Polymer Resin Specialty Series 4785,Raw Materials,Specialty,Liter,111.12,251.07,Active
4786,PROD-004786,346,Power Distribution Module Premium Series 4786,Electronics,Premium,Kg,314.34,678.72,Active
4787,PROD-004787,384,Industrial Valve Assembly Standard Series 4787,Components,Standard,Liter,124.01,230.15,Inactive
4788,PROD-004788,852,Engineering Plastic Pellets Premium Series 4788,Raw Materials,Premium,Kg,291.32,610.41,Active
